molecule_chembl_id,canonical_smiles,pref_name
CHEMBL3891221,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,Unknown
CHEMBL3986871,COc1nc(N(C)C)ccc1-c1cc2c(C(=O)O)c[nH]c2cc1Cl,Unknown
CHEMBL4249790,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,Unknown
CHEMBL4250253,COc1nc(N(C)C)ccc1-c1cc2c(C(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c[nH]c2cc1Cl,Unknown
CHEMBL4443828,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,Unknown
CHEMBL4462318,COc1cc2c(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,Unknown
CHEMBL465465,CS(=O)(=O)c1ccc(CNCc2cc(C(=O)O)c(Nc3ccc(I)cc3F)c(F)c2F)cc1,Unknown
CHEMBL517647,NC(=O)C[C@H](N)C(=O)NCc1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,Unknown
CHEMBL481968,O=C(N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F)c1ccc(CO)o1,Unknown
CHEMBL481969,O=C(CS(=O)(=O)c1ccc(Cl)cc1)N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,Unknown
CHEMBL516312,N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1,Unknown
CHEMBL457871,C[C@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Unknown
CHEMBL605003,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,Unknown
CHEMBL1650533,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,Unknown
CHEMBL1650545,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,Unknown
CHEMBL1650551,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,Unknown
CHEMBL1270795,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,Unknown
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,Unknown
CHEMBL423516,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)Nc1ccccc1[N+](=O)[O-],Unknown
CHEMBL66109,Cc1cc(C)c(NC(=O)c2sc(NC(=O)OC(C)(C)C)nc2C)c(C)c1,Unknown
CHEMBL130943,COc1cc(NC(=O)c2sc(NC(=O)OC(C)(C)C)nc2C)cc(C(F)(F)F)c1,Unknown
CHEMBL130075,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)N1CCN(C=O)CC1,Unknown
CHEMBL128568,Cc1ccccc1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL340322,Cc1cc(Br)cc(C)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL131167,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)NC(C)C(C)C,Unknown
CHEMBL132399,COc1cccc(C)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL128795,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)NCC(C)(C)C,Unknown
CHEMBL129454,Cc1cccc(C)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL336330,Cc1cccc(C(C)C)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL128589,COC(=O)Nc1nc(C)c(C(=O)Nc2c(C)cc(C)cc2C)s1,Unknown
CHEMBL130719,Cc1cc(C)c(NC(=O)c2sc(NC(=O)c3ccccc3)nc2C)c(C)c1,Unknown
CHEMBL128455,Cc1cc(NC(=O)c2sc(NC(=O)OC(C)(C)C)nc2C)c(C)[nH]1,Unknown
CHEMBL341026,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)NCC1CCCCC1,Unknown
CHEMBL131346,CCCCNC(=O)Nc1nc(C)c(C(=O)Nc2c(C)cc(C)cc2C)s1,Unknown
CHEMBL334341,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)Nc1c(C(C)C)cccc1C(C)C,Unknown
CHEMBL424450,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)Nc1ccccc1,Unknown
CHEMBL338159,CNC(=O)Nc1nc(C)c(C(=O)Nc2c(C)cc(C)cc2C)s1,Unknown
CHEMBL334333,Cc1cccc(Cl)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL336544,Cc1nc(NC(=O)OC(C)(C)C)sc1C(=O)Nc1ccc(Cl)cc1Cl,Unknown
CHEMBL307976,Cc1cc(C)c(NC(=O)c2sc(N)nc2C)c(C)c1,Unknown
CHEMBL338488,Cc1cccc(C(C)(C)C)c1NC(=O)c1sc(NC(=O)OC(C)(C)C)nc1C,Unknown
CHEMBL185238,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,GW786460X
CHEMBL215630,Cc1cc(C)c(NC(=O)c2sc(NC(=O)NCc3ccccc3)nc2C)c(C)c1,Unknown
CHEMBL217195,Cc1cc(C)c(NC(=O)c2sc(NC(=O)Nc3ccccc3)nc2C)c(C)c1,Unknown
CHEMBL214028,CC(=O)Nc1nc(C)c(C(=O)Nc2c(C)cc(C)cc2C)s1,Unknown
CHEMBL214949,Cc1cc(C)c(NC(=O)c2sc(NC(=O)OCc3ccccc3)nc2C)c(C)c1,Unknown
CHEMBL216646,Cc1ccc(NC(=O)c2sc(NC(=O)OC(C)(C)C)nc2C)c(C)c1,Unknown
CHEMBL364623,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,Unknown
CHEMBL249097,Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL398894,NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,Unknown
CHEMBL251096,Cc1ccc2c(cnn2C)c1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL250902,Cn1ncc2c(Nc3ccnc(Nc4cccc(C(N)=O)c4)n3)cccc21,Unknown
CHEMBL251759,Cc1ccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c2cn[nH]c12,Unknown
CHEMBL251758,Cc1cc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c2cn[nH]c2c1,Unknown
CHEMBL398422,Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL251549,NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,GW782612X
CHEMBL251548,Cc1nc2c(Nc3ccnc(Nc4cccc(C(N)=O)c4)n3)cccc2[nH]1,Unknown
CHEMBL398421,NC(=O)c1cccc(Nc2nccc(Nc3cccc4cn[nH]c34)n2)c1,Unknown
CHEMBL443240,NC(=O)c1cccc(Nc2nccc(Nc3cccc4nn[nH]c34)n2)c1,Unknown
CHEMBL250543,NC(=O)c1cccc(Nc2nccc(Nc3cccc4ncccc34)n2)c1,Unknown
CHEMBL400320,Cn1ncc2ccc(Nc3ccnc(Nc4cccc(C(N)=O)c4)n3)cc21,Unknown
CHEMBL250542,NC(=O)c1cccc(Nc2nccc(Nc3ccc4nn[nH]c4c3)n2)c1,Unknown
CHEMBL250340,Cn1cnc2cc(Nc3ccnc(Nc4cccc(C(N)=O)c4)n3)ccc21,Unknown
CHEMBL398886,NC(=O)c1cccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)c1,Unknown
CHEMBL249514,Cn1cnc2ccc(Nc3ccnc(Nc4cccc(C(N)=O)c4)n3)cc21,Unknown
CHEMBL399382,NC(=O)c1cccc(Nc2nccc(Nc3ccc4ncsc4c3)n2)c1,Unknown
CHEMBL249318,NS(=O)(=O)c1cccc(Nc2nccc(Nc3ccc(F)cc3F)n2)c1,Unknown
CHEMBL399381,COc1ccc(C)c(Nc2ccnc(Nc3cccc(S(N)(=O)=O)c3)n2)c1,Unknown
CHEMBL249317,Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,Unknown
CHEMBL249316,NC(=O)c1cccc(Nc2nccc(Nc3ccc(F)cc3F)n2)c1,Unknown
CHEMBL248898,CC(=O)N(C)c1cccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c1,Unknown
CHEMBL400388,NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,Unknown
CHEMBL248897,COc1cccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c1,Unknown
CHEMBL430201,Cc1ccc(CN)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL248707,Cc1ccc(NS(C)(=O)=O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL248706,Cc1ccc(C(=O)N(C)C)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL400499,Cc1ccc(C(N)=O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL249918,Cc1ccc(N)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL249917,COc1ccc(C)c(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c1,Unknown
CHEMBL399064,Cc1ccc(Cl)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL249916,Cc1ccc(F)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL249713,Cc1cccc(O)c1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL250324,Cc1cc(O)ccc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL400798,Cc1ccccc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL399955,CC(C)c1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1,Unknown
CHEMBL250323,NC(=O)c1cccc(Nc2nccc(Nc3cc(O)ccc3Br)n2)c1,Unknown
CHEMBL250322,Cc1ccc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)cc1O,Unknown
CHEMBL399954,Cc1cc(O)cc(Nc2ccnc(Nc3cccc(C(N)=O)c3)n2)c1,Unknown
CHEMBL249098,NC(=O)c1cccc(Nc2nccc(Nc3cccc(O)c3)n2)c1,Unknown
CHEMBL248676,Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,Unknown
CHEMBL1240885,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,Unknown
CHEMBL264406,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,Unknown
CHEMBL406845,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,Unknown
CHEMBL573578,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,Unknown
CHEMBL515414,Cc1ccc(-c2c(C(=O)CF)n(CCCO)c3ncnc(N)c23)cc1,Unknown
CHEMBL604399,CCSc1nc2c(N)ncnc2n1C1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,Unknown
CHEMBL1788161,CC(=O)NCCCCCCCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL1788162,O=C(CI)NCCCCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL3251359,CCCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL1788163,CC(=O)NCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL3251363,Nc1ncnc2c1nc(Sc1ccccc1)n2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL2368667,CCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL1744388,CCCCN(CCCC)c1ncnc2c1ncn2C1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL1744387,CC(=O)NCCCCCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL437508,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3350513,O=C(CI)NCCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3350528,CN(CCCCCCN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)CCCCCNC(=O)CI,Unknown
CHEMBL3251364,O=C(CI)NCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3350514,CN(CCCCN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)CCCCCCNC(=O)CI,Unknown
CHEMBL3350509,CN(CCCCCCN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)CCCCCCNC(=O)CI,Unknown
CHEMBL2367949,CC(=O)N(C)CCCCN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL607942,CC[C@@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL607646,C=CC[C@]1(COP(=O)(O)O)OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL608483,CC[C@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL1230617,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL608353,CC(=O)NCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL607630,CCC[C@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL3143591,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)O,Unknown
CHEMBL603556,C[C@@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL1229561,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cnc2c(N)ncnc21,Unknown
CHEMBL3143582,CC1O[C@@H]2[C@H](O1)[C@@H](COP(=O)(O)O)O[C@H]2n1cnc2c(N)ncnc21,Unknown
CHEMBL606240,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,Unknown
CHEMBL1625734,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL608484,C[C@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL1788158,CCSc1nc2c(N)ncnc2n1C1O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+],Unknown
CHEMBL3143581,CC1(C)O[C@@H]2[C@H](O1)[C@@H](COP(=O)(O)O)O[C@H]2n1cnc2c(N)ncnc21,Unknown
CHEMBL609073,CN(C)c1nc(N)c2ncn(C3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,Unknown
CHEMBL3143592,CCC1O[C@@H]2[C@H](O1)[C@@H](COP(=O)(O)O)O[C@H]2n1cnc2c(N)ncnc21,Unknown
CHEMBL605010,CCC[C@@H](OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Unknown
CHEMBL3251357,CSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3251358,CCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL2364580,CCCCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3251360,CCCCCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3251361,Nc1ncnc2c1nc(SCCO)n2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3251362,Nc1ncnc2c1nc(SCCCCO)n2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL3251365,CC(=O)NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,Unknown
CHEMBL574737,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,UCN-01
CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,COPANLISIB
CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,DINACICLIB
CHEMBL1241855,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,RIGOSERTIB
CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,LOSMAPIMOD
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PONATINIB
CHEMBL411907,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,SONOLISIB
CHEMBL3120215,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,OSI-027
CHEMBL270995,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,BRIVANIB ALANINATE
CHEMBL3991933,Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,Unknown
CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,TUCATINIB
CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,BINIMETINIB
CHEMBL3188551,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,GSK-2636771
CHEMBL2219422,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,AFURESERTIB
CHEMBL2103851,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,AMUVATINIB
CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,MK-2461
CHEMBL3544964,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,RAVOXERTINIB
CHEMBL2165191,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,AZD-6482
CHEMBL1908360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,EVEROLIMUS
CHEMBL398606,CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1,Unknown
CHEMBL410456,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,Unknown
CHEMBL404941,COc1cc(OC)c(/C=C2\C(=O)Nc3ccccc32)c(OC)c1,Unknown
CHEMBL516640,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc32)cc1,Unknown
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,HARMINE
CHEMBL574588,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,Unknown
CHEMBL574613,CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,Unknown
CHEMBL408982,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,Unknown
CHEMBL220227,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccncc1,Unknown
CHEMBL569552,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccnc(NC2CCOCC2)c1,Unknown
CHEMBL571357,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccnc(N[C@@H](C)c2ccccc2)c1,Unknown
CHEMBL585533,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)noc2C(C)C)ccn1,Unknown
CHEMBL569151,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccnc(NC(=O)Cc2ccc(F)cc2)c1,Unknown
CHEMBL566058,CC(Oc1ccccc1)C(=O)Nc1cc(-c2c(-c3ccc(F)cc3)noc2C(C)C)ccn1,Unknown
CHEMBL571142,COc1ccc(/C=C/C(=O)Nc2cc(-c3c(-c4ccc(F)cc4)noc3C(C)C)ccn2)c(OC)c1,Unknown
CHEMBL569114,COc1ccc(/C=C/C(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c(OC)c1,Unknown
CHEMBL572006,COc1ccc(/C=C/C(=O)Nc2cc(-c3[nH]c([S+](C)[O-])nc3-c3ccc(F)cc3)ccn2)c(OC)c1,Unknown
CHEMBL1270399,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,Unknown
CHEMBL1615182,N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,Unknown
CHEMBL1474834,Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,Unknown
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,Unknown
CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,Unknown
CHEMBL2205766,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,Unknown
CHEMBL2348417,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,Unknown
CHEMBL3425865,COc1cc(-c2cnc3c(N4CCOCC4)snc3c2)cc(OC)c1OC,Unknown
CHEMBL3577124,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,LY-3009120
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,INFIGRATINIB PHOSPHATE
CHEMBL127907,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,Unknown
CHEMBL3652556,CN1CCC(Oc2ncnc3ccc(-c4cncc(NS(=O)(=O)c5ccccc5)c4)nc23)CC1,Unknown
CHEMBL3652552,O=S(=O)(Nc1cncc(-c2ccc3ncnc(Oc4cccnc4)c3n2)c1)c1ccccc1,Unknown
CHEMBL3652553,O=S(=O)(Nc1cncc(-c2ccc3ncnc(OC4CCOCC4)c3n2)c1)c1ccccc1,Unknown
CHEMBL3652557,O=S(=O)(Nc1cc(-c2ccc3ncnc(NC4CCOCC4)c3n2)cnc1Cl)c1ccc(F)cc1F,Unknown
CHEMBL3652555,CN1CCC(Oc2ncnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5F)c4)nc23)CC1,Unknown
CHEMBL3652554,O=S(=O)(Nc1cc(-c2ccc3ncnc(OC4CCOCC4)c3n2)cnc1Cl)c1ccc(F)cc1F,Unknown
CHEMBL3978752,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O,Unknown
CHEMBL3908330,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O,Unknown
CHEMBL3960573,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1F,Unknown
CHEMBL3895113,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(C[C@@H]2CCCN2)CC(C)(C)O3)cc1F,Unknown
CHEMBL3924639,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(C[C@@H]2CCCN2C(=O)OCC)CC(C)(C)O3)cc1F,Unknown
